Keyword,Global Monthly Searches,Estimated Avg. CPC (£),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (£),Local Monthly Searches
uk stock photography,1000,0.00,0,0,0.00,73
options for investment,49500,0.00,0,0,0.00,18100
android developer apps,6600,0.00,0,0,0.00,1600
make money stock photography,720,0.00,0,0,0.00,390
photographers stock,2900,0.00,0,0,0.00,1300
cards games for kids,8100,0.00,0,0,0.00,2900
contracts in a nutshell,260,0.00,0,0,0.00,140
google android application development,1600,0.00,0,0,0.00,390
deal or no deal interactive,590,0.00,0,0,0.00,210
stock photographers,2900,0.00,0,0,0.00,1300
computing for idiots,140,0.00,0,0,0.00,28
make money stock photos,880,0.00,0,0,0.00,480
google android apps development,390,0.00,0,0,0.00,110
mobile sim card uk,1000,0.00,0,0,0.00,140
sim card for uk,14800,0.00,0,0,0.00,2400
play no deal or deal,27100,0.00,0,0,0.00,9900
realtime tracking device,1600,0.00,0,0,0.00,1000
small company websites,1900,0.00,0,0,0.00,1300
team building activities uk,210,0.00,0,0,0.00,16
pay as you go sim uk,2400,0.00,0,0,0.00,170
the glaze book,1000,0.00,0,0,0.00,320
training in sql,60500,0.00,0,0,0.00,22200
android application development tools,2900,0.51,1.05,18.36,9.28,880
uk mobile sim card,1000,0.00,0,0,0.00,140
buy uk sim card,880,0.00,0,0,0.00,140
c5650 toner,1600,0.00,0,0,0.00,73
database driven web page,2400,0.00,0,0,0.00,880
cost of sim card,12100,0.00,0,0,0.00,4400
database driven web,5400,0.00,0,0,0.00,1600
microsoft access 2010 training,1300,0.00,0,0,0.00,590
3g broadband router,6600,0.00,0,0,0.00,1000
sim card in uk,14800,0.00,0,0,0.00,2400
cheap ink cartridges brother,480,0.00,0,0,0.00,210
google android app development,590,0.00,0,0,0.00,260
stock photography books,480,0.00,0,0,0.00,210
google android app developer,390,0.00,0,0,0.00,170
pre pay sim,4400,0.00,0,0,0.00,1600
pre pay sim card,1900,0.00,0,0,0.00,1000
international mobile broadband pay as you go,28,0.00,0,0,0.00,0
learning sql server 2008,1900,0.00,0,0,0.00,390
cheap ink for brother printer,320,0.00,0,0,0.00,140
buy pay as you go sim card,320,0.00,0,0,0.00,58
pay as you go sim card,22200,0.00,0,0,0.00,2400
pay as go sim,74000,0.00,0,0,0.00,4400
solar power and home,90500,0.00,0,0,0.00,49500
developing mobile application,8100,0.67,1.05,18.02,12.16,1900
sim card pay,27100,0.00,0,0,0.00,4400
solar for your home,22200,0.00,0,0,0.00,12100
notebook laptops,9140000,0.25,1.05,12.46,3.16,1500000
notebooks and laptops,9140000,0.00,0,0,0.00,1500000
notebooks & laptops,9140000,0.00,0,0,0.00,1500000
notebooks and laptop,7480000,0.00,0,0,0.00,2240000
mobile phones mobile phone,-,0.00,0,0,0.00,-
laptop or notebook,7480000,0.00,0,0,0.00,1500000
laptop and notebook,7480000,0.00,0,0,0.00,1500000
is a notebook a laptop,7480000,0.00,0,0,0.00,1500000
tv or lcd,5000000,0.00,0,0,0.00,823000
dress prom dress,3350000,0.00,0,0,0.00,2240000
digital cameras digital cameras,3350000,0.00,0,0,0.00,1000000
dress prom dresses,3350000,0.44,1.05,19.15,8.41,1830000
digital camera digital cameras,2740000,0.00,0,0,0.00,1000000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,49500
canon powershot,2240000,0.50,1.05,62.29,31.40,550000
canon canon powershot,2240000,0.00,0,0,0.00,550000
of the vanities,2240000,0.00,0,0,0.00,1220000
lumix by panasonic,1830000,0.00,0,0,0.00,301000
camera with camcorder,1220000,0.00,0,0,0.00,550000
best phones,1830000,2.87,1.05,26.6,76.33,673000
kinect for xbox,1220000,0.00,0,0,0.00,368000
canon canon camera,1830000,0.00,0,0,0.00,673000
g shock g,1830000,0.00,0,0,0.00,550000
canon pixma,1830000,4.35,1.05,180.94,786.37,246000
panasonic dmc,1500000,0.50,1.05,7.54,3.80,201000
tv 32 in,1500000,0.00,0,0,0.00,301000
coolpix nikon,1830000,0.00,0,0,0.00,450000
nikon coolpix,1830000,0.90,1.05,82.37,74.16,450000
lumix dmc,1500000,0.00,0,0,0.00,165000
ixus i,1220000,0.00,0,0,0.00,27100
ink for cartridges,1220000,0.00,0,0,0.00,550000
ink cartridges for,1220000,0.00,0,0,0.00,550000
ink cartridges,1220000,3.20,1.05,770.9,"2,465.18",550000
hidden object,1500000,0.65,1.05,212.99,138.59,450000
cartridge and ink,1220000,0.00,0,0,0.00,550000
ink for cartridge,1220000,0.00,0,0,0.00,550000
ink & cartridge,1220000,0.00,0,0,0.00,550000
dr martens,1500000,0.51,1.05,570.5,293.02,368000
camcorders with camera,1000000,0.00,0,0,0.00,450000
camera and camcorders,1000000,0.00,0,0,0.00,450000
ink for print,1000000,0.00,0,0,0.00,550000
and mens clothing,1220000,0.00,0,0,0.00,550000
samsung phones,1220000,0.94,1.05,1145.24,"1,077.99",301000
fujifilm finepix,1220000,0.50,1.05,123.98,62.49,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,450000
canon lens lens,1220000,0.00,0,0,0.00,450000
hdmi cable hdmi,1220000,0.00,0,0,0.00,450000
a movie camera,1000000,0.00,0,0,0.00,368000
the movie camera,1000000,0.00,0,0,0.00,368000
toner and cartridges,1000000,0.00,0,0,0.00,450000
razors shavers,1000000,0.00,0,0,0.00,550000
the canon 5d,1220000,0.00,0,0,0.00,301000
shavers razors,1000000,0.00,0,0,0.00,550000
canon 5d,1220000,0.82,1.05,236.82,193.08,301000
dmc panasonic lumix,1000000,0.00,0,0,0.00,135000
the nikon d90,1000000,0.00,0,0,0.00,135000
clothing for cheap,1000000,0.77,1.05,7.95,6.11,550000
i station docking station,1000000,0.00,0,0,0.00,368000
pc notebook,1000000,0.98,1.05,17.41,17.02,201000
a wrinkle in,1000000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,823000,0.00,0,0,0.00,368000
canon is cameras,1000000,0.82,1.05,10.03,8.26,368000
canon cameras,1000000,1.88,1.05,3425.67,"6,427.61",368000
photos stock,823000,2.47,1.05,154.93,383.44,368000
nikon camera,1000000,0.68,1.05,436.19,296.74,301000
phones and prices,1000000,0.00,0,0,0.00,49500
dvd to dvd recorder,823000,0.00,0,0,0.00,201000
toner print cartridge,823000,0.00,0,0,0.00,368000
hdmi to hdmi cables,823000,0.53,1.05,68.62,36.40,368000
blu ray players,823000,0.50,1.05,48,24.19,368000
bluray players,823000,0.00,0,0,0.00,368000
lcd and hd,673000,0.00,0,0,0.00,165000
watch mens watch,823000,0.00,0,0,0.00,450000
hard disk drives external,823000,0.00,0,0,0.00,368000
cannon and camera,-,0.00,0,0,0.00,-
used it books,673000,0.00,0,0,0.00,550000
tv samsung led,1000000,0.00,0,0,0.00,135000
led tv by samsung,1000000,0.00,0,0,0.00,135000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
dresses for kids,673000,0.70,1.05,29.48,20.56,368000
notebook samsung,1000000,0.00,0,0,0.00,74000
powershot sx,673000,0.00,0,0,0.00,110000
wedding shoes shoes,823000,0.00,0,0,0.00,368000
the best laptops,823000,0.75,1.05,32.41,24.35,368000
shoes wedding,823000,0.50,1.05,9.14,4.61,368000
dresses maxi,823000,0.49,1.05,81.28,39.71,246000
laptop battery for,823000,0.00,0,0,0.00,301000
detector metal metal detector,-,0.00,0,0,0.00,-
phone pay as,-,0.00,0,0,0.00,-
watches for mens,673000,0.00,0,0,0.00,368000
kinect on xbox 360,673000,0.00,0,0,0.00,165000
kinect for xbox 360,673000,0.73,1.05,24.95,18.12,165000
security and camera,673000,0.00,0,0,0.00,450000
camera for security,673000,0.00,0,0,0.00,450000
lcd monitors,550000,0.65,1.05,55.62,36.20,165000
duvet and duvet covers,673000,0.00,0,0,0.00,368000
jon bon jovi dead,40500,0.00,0,0,0.00,27100
kardashian christmas card,27100,0.00,0,0,0.00,22200
49ers,1830000,0.00,0,0,0.00,1220000
steelers,1830000,2.50,1.05,31.15,77.92,1500000
dark knight rises trailer,301000,0.00,0,0,0.00,201000
san francisco 49ers,301000,2.50,1.05,45.35,113.46,246000
ben roethlisberger,165000,0.00,0,0,0.00,135000
pittsburgh steelers,450000,0.00,0,0,0.00,368000
snooki,1830000,2.50,1.05,55.05,137.73,1220000
clippers,2240000,0.00,0,0,0.00,1000000
49ers news,33100,0.00,0,0,0.00,27100
lakers,2740000,2.50,1.05,41.62,104.13,1830000
james harrison,110000,0.00,0,0,0.00,90500
martial law,165000,0.00,0,0,0.00,90500
antonio brown,33100,0.00,0,0,0.00,27100
gpa calculator,673000,0.50,1.05,41.87,21.10,550000
johnny knox,40500,0.00,0,0,0.00,33100
yu darvish,90500,0.50,1.05,30.55,15.40,60500
kobe bryant,1500000,0.00,0,0,0.00,823000
lil kim,673000,2.50,1.05,3.6,9.01,368000
justin bieber,37200000,0.72,1.05,116.48,83.89,7480000
shakira,13600000,0.00,0,0,0.00,823000
eminem,13600000,0.00,0,0,0.00,3350000
netflix,30400000,0.50,1.05,50798.81,"25,612.62",24900000
youtube videos,30400000,0.67,1.05,1334.46,897.74,3350000
lady gaga,20400000,0.00,0,0,0.00,5000000
kesha,3350000,0.00,0,0,0.00,1000000
nicki minaj,11100000,0.50,1.05,8.39,4.23,5000000
grooveshark,9140000,0.00,0,0,0.00,2240000
transformers 3,7480000,0.00,0,0,0.00,1000000
mundial 2010,246000,0.00,0,0,0.00,3600
olympics,7480000,2.50,1.05,94.83,237.26,2240000
espn3,1500000,0.00,0,0,0.00,1500000
fifa 11,5000000,0.00,0,0,0.00,246000
randy moss,201000,0.00,0,0,0.00,165000
miami heat,1220000,2.50,1.05,41.97,104.99,823000
mourinho,1220000,0.00,0,0,0.00,49500
wayne rooney,550000,2.50,1.05,4.76,11.91,74000
cricket live score,2740000,0.50,1.05,4.5,2.27,49500
david villa,550000,0.00,0,0,0.00,40500
ipad,55600000,1.05,1.05,16888.67,"17,744.50",16600000
iphone 4,37200000,1.09,1.05,5934.51,"6,495.79",7480000
nokia 5530,1500000,0.00,0,0,0.00,9900
htc evo 4g,450000,0.59,1.05,38.28,22.64,301000
nokia n900,550000,0.50,1.05,66.69,33.61,27100
blackberry apps,1220000,3.90,1.05,124.15,484.34,246000
duracell mygrid,9900,0.00,0,0,0.00,2900
트위터,368000,0.00,0,0,0.00,14800
otterbox,1220000,1.08,1.05,2435,"2,640.70",1000000
pdanet,450000,0.50,1.05,19.99,10.08,201000
masterchef,2740000,0.00,0,0,0.00,246000
食べログ,1220000,0.00,0,0,0.00,2400
cupcakes,9140000,0.54,1.05,1423.88,774.04,5000000
jimmy johns,1500000,0.53,1.05,2596.04,"1,384.65",1500000
как жрать суши,90500,0.00,0,0,0.00,480
dominos pizza menu,165000,1.24,1.05,245.7,304.15,33100
tudo gostoso receitas,40500,0.00,0,0,0.00,260
guacamole recipe,201000,0.50,1.05,119.87,60.42,135000
applebees menu,201000,0.50,1.05,26.19,13.18,201000
rachel ray,1220000,2.50,1.05,8.98,22.47,1000000
anhembi parque,8100,0.00,0,0,0.00,170
wm gucken,1000,0.00,0,0,0.00,73
world cup,11100000,0.00,0,0,0.00,1830000
bundeskanzleramt,33100,0.00,0,0,0.00,320
rio branco,550000,0.00,0,0,0.00,2900
mt everest,450000,0.00,0,0,0.00,201000
kew gardens,201000,0.00,0,0,0.00,49500
tour eiffel,1000000,0.00,0,0,0.00,27100
oxford street,673000,0.00,0,0,0.00,33100
nürburgring,673000,0.00,0,0,0.00,49500
katy perry,13600000,2.50,1.05,182.97,457.77,3350000
selena gomez,20400000,2.50,1.05,4.44,11.10,4090000
kim kardashian,13600000,2.50,1.05,8.25,20.63,5000000
miley cyrus,9140000,0.00,0,0,0.00,2240000
taylor lautner,2240000,0.00,0,0,0.00,673000
megan fox,5000000,0.00,0,0,0.00,1220000
robert pattinson,4090000,2.50,1.05,14,35.03,1000000
haiti,4090000,0.55,1.05,391.61,214.18,1500000
besiktas,3350000,0.00,0,0,0.00,27100
chile,45500000,0.00,0,0,0.00,4090000
earthquake,9140000,2.50,1.05,40.79,102.04,5000000
jörg kachelmann,18100,0.00,0,0,0.00,170
menowin fröhlich,49500,0.00,0,0,0.00,110
mobile technology,165000,0.54,1.05,83.53,44.85,49500
oil spill,673000,2.50,1.05,20.01,50.09,368000
vancouver 2010,110000,0.00,0,0,0.00,18100
apprendimento automatico,320,0.00,0,0,0.00,73
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,880,0.00,0,0,0.00,73
beijing apartments,14800,0.00,0,0,0.00,2900
comercio electrónico,135000,0.00,0,0,0.00,1000
st. petersburg restaurants,27100,0.50,1.05,4.35,2.19,18100
منتزه يلوستون الوطني,260,0.00,0,0,0.00,73
energia solare,40500,0.00,0,0,0.00,170
dubai tours,60500,0.00,0,0,0.00,4400
hcg diet,823000,0.50,1.05,26.2,13.21,823000
dr oz,2740000,0.57,1.05,678.07,389.83,1830000
aspergers,1830000,2.50,1.05,171.79,429.78,673000
mcdonalds nutrition,301000,0.50,1.05,308.44,155.47,246000
vitamin d deficiency,301000,2.50,1.05,209.6,524.38,201000
appendicitis symptoms,135000,2.50,1.05,18.95,47.42,90500
cholera,550000,2.50,1.05,25.16,62.95,135000
nfp,673000,0.00,0,0,0.00,49500
vacina h1n1,9900,0.00,0,0,0.00,91
whooping cough,301000,2.50,1.05,496.49,"1,242.13",165000
donate to haiti,3600,0.42,1.05,5.55,2.35,1900
donate to pakistan,1000,0.00,0,0,0.00,480
text to donate,6600,3.06,1.05,8.69,26.55,2900
doctors without borders,201000,0.65,1.05,73.06,47.32,74000
download to donate,9900,0.00,0,0,0.00,1300
red cross canada,27100,0.00,0,0,0.00,1000
blood donation restrictions,3600,0.00,0,0,0.00,2900
donate blood australia,880,0.00,0,0,0.00,73
donate now button,1300,0.00,0,0,0.00,720
csl plasma,49500,0.50,1.05,3.98,2.00,49500
swine flu,201000,2.50,1.05,23.16,57.94,74000
wamu,246000,0.00,0,0,0.00,165000
new moon,1220000,0.00,0,0,0.00,368000
mininova,673000,0.00,0,0,0.00,74000
susan boyle,673000,0.00,0,0,0.00,165000
slumdog millionaire,450000,0.00,0,0,0.00,90500
circuit city,368000,0.50,1.05,192.82,97.36,246000
myspace layouts,165000,0.00,0,0,0.00,90500
michael jackson,13600000,0.00,0,0,0.00,2740000
national city bank,165000,0.50,1.05,6.86,3.46,135000
chatroulette,20400000,0.51,1.05,61.56,31.13,2240000
friv,83100000,0.00,0,0,0.00,1830000
myxer,550000,0.00,0,0,0.00,550000
twitter,185000000,0.71,1.05,93.06,66.51,30400000
gamezer,16600000,0.00,0,0,0.00,246000
facebook,3760000000,5.00,1.05,232.36,"1,162.63",338000000
insurance,55600000,3.58,1.05,12833.98,"45,937.00",24900000
loans,20400000,5.03,1.05,10607.33,"53,407.59",11100000
mortgage,16600000,2.56,1.05,5756.81,"14,712.58",11100000
attorney,13600000,1.26,1.05,3873.42,"4,862.53",11100000
credit,101000000,2.74,1.05,566.85,"1,554.88",37200000
lawyer,11100000,1.19,1.05,3296.63,"3,934.66",7480000
donate,2740000,1.14,1.05,649.64,738.91,1220000
degree,16600000,2.69,1.05,261.24,702.09,7480000
hosting,11100000,6.05,1.06,1502.86,"9,087.04",2240000
claim,7480000,0.00,0,0,0.00,3350000
conference call,368000,6.37,1.05,473.36,"3,013.22",201000
trading,20400000,1.01,1.05,1654.07,"1,677.74",5000000
software,151000000,2.50,1.05,165.24,413.31,24900000
recovery,20400000,2.61,1.05,307.49,802.56,6120000
transfer,45500000,3.19,1.05,7.45,23.77,11100000
gas electricity,368000,0.00,0,0,0.00,135000
classes,68000000,2.86,1.05,43.73,125.24,24900000
rehab,5000000,2.01,1.05,2921.82,"5,878.82",2740000
treatment,37200000,2.84,1.05,241.54,686.68,16600000
cord blood,135000,5.66,1.05,324.58,"1,838.62",74000
domains yahoo,27100,0.00,0,0,0.00,14800
domain name yahoo,5400,0.00,0,0,0.00,3600
dc hair laser removal washington,720,0.00,0,0,0.00,480
law lemon wisconsin,1600,0.00,0,0,0.00,1300
hair removal washington dc,1000,0.00,0,0,0.00,720
domain registration yahoo,3600,0.00,0,0,0.00,2400
benchmark lending,4400,0.00,0,0,0.00,1000
domain yahoo,60500,0.00,0,0,0.00,22200
yahoo web hosting,33100,1.76,1.05,37.84,66.60,22200
hair laser removal virginia,3600,0.00,0,0,0.00,2900
peritoneal mesothelioma,5400,8.36,1.05,29.38,245.68,2900
ca lemon law,6600,0.00,0,0,0.00,6600
best buy gift card,49500,0.72,1.05,19.47,13.96,40500
adverse credit remortgage,880,0.00,0,0,0.00,390
mesothelioma information,2400,0.00,0,0,0.00,1000
law lemon ohio,2900,0.00,0,0,0.00,2900
att call conference,5400,0.00,0,0,0.00,4400
insurance medical temporary,1600,0.00,0,0,0.00,1300
illinois law lemon,1900,0.00,0,0,0.00,1900
mesothelioma symptoms,8100,4.70,1.05,82.88,389.94,5400
angeles drug los rehab,1900,0.00,0,0,0.00,1600
personal injury solicitor,90500,0.00,0,0,0.00,49500
att go,301000,0.10,1.05,30.29,3.16,301000
accident car florida lawyer,2900,0.00,0,0,0.00,1900
google affiliate,49500,0.50,1.05,16.45,8.29,27100
at t wireless,673000,1.07,1.05,36.35,38.81,301000
home equity loan,135000,2.42,1.05,246.2,595.55,135000
mcsa boot camp,260,0.00,0,0,0.00,170
anti spam appliance,1600,0.00,0,0,0.00,590
adverse remortgage,1300,0.00,0,0,0.00,480
chicago hair laser removal,2900,0.00,0,0,0.00,2400
att conference,18100,0.00,0,0,0.00,14800
at and t,277000000,5.34,1.05,3567.72,"19,043.91",68000000
laser hair removal maryland,1600,15.56,1.05,8.97,139.63,1600
mesothelioma,246000,6.01,1.05,931.74,"5,604.30",135000
buy gift card,201000,3.23,1.05,67.24,217.11,165000
mesotheloma,590,0.00,0,0,0.00,320
student loan consolidation program,1000,0.00,0,0,0.00,880
california law lemon,9900,0.00,0,0,0.00,9900
event management security,6600,0.00,0,0,0.00,3600
canada personals yahoo,480,0.00,0,0,0.00,260
orlando criminal attorney,3600,0.00,0,0,0.00,2900
uk homeowner loans,480,0.00,0,0,0.00,140
vioxx lawsuit,1900,0.00,0,0,0.00,1300
compare life assurance,18100,0.00,0,0,0.00,6600
criminal defense federal lawyer,2400,0.00,0,0,0.00,1900
american singles,40500,0.00,0,0,0.00,18100
federal criminal defense attorney,2400,3.66,1.05,30.34,110.96,2400
laser hair removal manhattan,880,4.60,1.05,17.36,79.83,590
att prepaid wireless,6600,4.00,1.05,9.77,39.08,5400
fortis health insurance temporary,91,0.00,0,0,0.00,58
miami personal injury lawyer,6600,0.00,0,0,0.00,4400
hair removal chicago,3600,0.00,0,0,0.00,3600
at and t cell phones,90500,1.55,1.05,11.64,18.03,60500
refinance with bad credit,27100,2.96,1.05,17.25,51.02,18100
malignant mesothelioma,6600,0.00,0,0,0.00,2900
lease management software,1600,0.00,0,0,0.00,880
primary pulmonary hypertension,5400,0.00,0,0,0.00,2900
miami personal injury attorney,5400,21.06,1.05,25.54,537.99,4400
anti spam lotus notes,390,0.00,0,0,0.00,260
life insurance quotes,165000,6.29,1.06,1303.29,"8,192.97",90500
egg credit,12100,0.00,0,0,0.00,880
anti spam exchange server,880,0.00,0,0,0.00,320
lemon law,135000,7.83,1.05,229.28,"1,794.25",110000
google adsense,1220000,0.51,1.05,515.18,261.30,301000
best consolidation loan student,1600,0.00,0,0,0.00,1300
refinance with poor credit,3600,6.20,1.05,29.4,182.31,2900
employee leasing,14800,1.68,1.05,43.52,73.26,9900
student loan consolidation center,210,0.00,0,0,0.00,91
buyer mortgage note,1300,2.50,1.05,8.63,21.59,1000
federal student loan consolidation,9900,2.50,1.05,9.5,23.77,8100
symptoms of mesothelioma,8100,3.52,1.05,5.52,19.44,5400
city hair laser new removal york,1000,0.00,0,0,0.00,720
att wireless com,3600,0.00,0,0,0.00,3600
san diego dui lawyer,4400,0.00,0,0,0.00,3600
indiana law lemon,1300,0.00,0,0,0.00,1300
law lemon michigan,2400,0.00,0,0,0.00,1900
angeles criminal defense los,8100,0.00,0,0,0.00,8100
refinancing with poor credit,3600,0.00,0,0,0.00,2400
action class lawsuit vioxx,480,0.00,0,0,0.00,260
term life assurance,165000,0.00,0,0,0.00,135000
e loan,33100,0.00,0,0,0.00,18100
celebrex lawyer,1600,0.00,0,0,0.00,320
vasectomy reversal,49500,2.05,1.05,265.48,544.15,27100
mortgage rates refinancing,22200,0.00,0,0,0.00,18100
attorney law lemon,5400,14.49,1.05,19.41,281.26,4400
consolidate student loans,49500,1.05,1.05,92.17,96.41,49500
home equity loans,135000,2.13,1.05,119.59,254.80,110000
mesothilioma,720,0.00,0,0,0.00,390
new york personal injury lawyer,14800,0.00,0,0,0.00,12100
home equity loan rates,22200,1.82,1.05,92.43,168.06,18100
auto insurance quotes,201000,8.25,1.05,6347.04,"52,334.63",135000
georgia law lemon,2400,0.00,0,0,0.00,2400
homeowner loans,14800,0.00,0,0,0.00,3600
equity loan rates,22200,7.75,1.05,14.73,114.18,18100
administration lease software,480,0.00,0,0,0.00,320
egg credit card,9900,0.00,0,0,0.00,480
student consolidation loans,110000,0.00,0,0,0.00,110000
microsoft anti spam,1900,0.00,0,0,0.00,720
mesothelioma prognosis,2900,3.96,1.05,3.71,14.69,1900
second mortgages,49500,0.00,0,0,0.00,33100
auto century insurance,9900,0.00,0,0,0.00,9900
employee florida leasing,880,0.00,0,0,0.00,880
federal consolidation loan,22200,0.00,0,0,0.00,22200
equity loan,201000,1.40,1.05,29.46,41.13,135000
personal injury attorney colorado,4400,0.00,0,0,0.00,3600
accident lawyer michigan,2900,0.00,0,0,0.00,2400
refinancing with bad credit,18100,22.20,1.05,9.31,206.71,14800
home equity line of credit rates,9900,0.30,1.05,4.2,1.26,8100
federal consolidation,27100,0.00,0,0,0.00,22200
non profit debt consolidation,6600,5.29,1.05,22.82,120.75,5400
pay per click affiliate,6600,0.00,0,0,0.00,2900
city hair new removal york,1300,0.00,0,0,0.00,1000
acid reflux disease diet,1000,1.10,1.05,59.92,66.01,720
refinance poor credit,3600,0.00,0,0,0.00,2900
equity loans,165000,0.82,1.05,27.19,22.37,135000
student loan consolidate,49500,0.00,0,0,0.00,49500
consolidate loans,74000,3.07,1.05,121.21,372.65,60500
secured loans,90500,0.80,1.05,48.92,39.18,40500
criminal lawyer new york,8100,10.83,1.05,3.61,39.07,6600
affiliate per click,8100,0.00,0,0,0.00,3600
chicago personal injury lawyer,9900,0.00,0,0,0.00,8100
los angeles dui lawyer,8100,2.50,1.05,4.35,10.88,6600
att prepaid,135000,0.65,1.05,54.29,35.46,110000
angeles criminal defense lawyer los,6600,0.00,0,0,0.00,6600
critical illness insurance life,4400,0.00,0,0,0.00,590
irs lawyer tax,2400,0.00,0,0,0.00,1900
laser hair removal new york,12100,6.64,1.05,22.28,147.97,9900
comcast high speed,14800,0.00,0,0,0.00,12100
personal yahoo,22200,0.00,0,0,0.00,9900
san diego dui attorney,4400,0.00,0,0,0.00,3600
michigan personal injury,5400,0.50,1.05,4.05,2.04,4400
automobile law lemon,5400,0.00,0,0,0.00,5400
cheap insurance life term,6600,6.18,1.05,63.99,395.51,5400
home loans refinancing,12100,0.64,1.05,23.56,15.01,8100
consolidate college loans,880,1.30,1.05,16.48,21.35,590
cheap life insurance,27100,22.59,1.05,257.17,"5,809.07",18100
vioxx law suit,170,0.00,0,0,0.00,91
student loan refinance,12100,1.30,1.05,43.7,56.87,12100
car hire alicante spain,4400,0.00,0,0,0.00,480
tax attorney,110000,4.24,1.05,503.54,"2,136.95",90500
refinancing my home,1600,1.64,1.05,8.72,14.31,1300
criminal dallas lawyer,6600,0.00,0,0,0.00,5400
line of credit home equity,110000,0.00,0,0,0.00,90500
litigation vioxx,1300,0.00,0,0,0.00,880
at and t phones,673000,0.00,0,0,0.00,550000
criminal defense attorney los angeles,6600,0.00,0,0,0.00,6600
commodity online trading,6600,0.00,0,0,0.00,1900
home equity rates,40500,9.92,1.05,76.29,756.60,33100
adsense,4090000,0.50,1.05,960,484.43,823000
law lemon mass,1600,0.00,0,0,0.00,1300
equity home,368000,5.63,1.05,22.16,124.83,246000
arizona law lemon,1600,0.00,0,0,0.00,1600
child molestation attorney,-,0.00,0,0,0.00,-
home line of credit,246000,34.45,1.05,9.49,326.81,165000
alicante car rental spain,4400,0.00,0,0,0.00,480
attorney defense federal,3600,0.00,0,0,0.00,2900
san diego criminal attorney,6600,6.24,1.05,29.72,185.51,5400
injury lawyer new york,22200,0.00,0,0,0.00,14800
attorney injury new personal york,14800,0.00,0,0,0.00,12100
at and t mobile,16600000,0.00,0,0,0.00,7480000
pleural mesothelioma,8100,0.00,0,0,0.00,2900
augmentation breast diego san,3600,0.00,0,0,0.00,2900
home equity poor credit,2400,0.00,0,0,0.00,1900
